CODE,NAME,SCIENTIFIC_NAME,TYPE_CODE,CAS_REGISTRY_NUM,CFR_SECTION_REF_CD,REPORTABLE_STR_DAT,REPORTABLE_END_DAT,STATE_CLASS_CODE
2985,"1,1,2-TRICHLOROETHANE",,OC,79-00-5,141.61.a,1/1/1988,12/31/1992,VOC
2986,"1,1,1,2-TETRACHLOROETHANE",,OC,630-20-6,141.40.e,1/1/1988,,VOC
2987,TETRACHLOROETHYLENE,,OC,127-18-4,141.61.a,1/1/1988,12/31/1992,VOC
2988,"1,1,2,2-TETRACHLOROETHANE",TETRACHLOROETHANE,OC,79-34-5,141.40.e,1/1/1988,,VOC
2989,CHLOROBENZENE,,OC,108-90-7,141.61.a,1/1/1988,12/31/1992,VOC
2990,BENZENE,,OC,71-43-2,141.61.a,,,VOC
2991,TOLUENE,,OC,108-88-3,141.61.a,1/1/1988,12/31/1992,VOC
2992,ETHYLBENZENE,,OC,100-41-4,141.61.a,1/1/1988,12/31/1992,VOC
2993,BROMOBENZENE,MONOBROMOBENZENE,OC,108-86-1,141.40.e,1/1/1988,,VOC
2994,ISOPROPYLBENZENE,(1-METHYLETHYL)BENZENE,OC,98-82-8,141.40.j,1/1/1988,,VOC
2995,M-XYLENE,,OC,108-38-3,,1/1/1988,12/31/1992,VOC
2996,STYRENE,,OC,100-42-5,141.61.a,1/1/1988,12/31/1992,VOC
2997,O-XYLENE,,OC,95-47-6,,1/1/1988,12/31/1992,VOC
2998,N-PROPYLBENZENE,1-PHENYLPROPANE,OC,103-65-1,141.40.j,1/1/1988,,VOC
2999,NOTE:  (RESERVED BY MSIS),,OT,,,,,
2A01,GASOLINE,,OC,86290-81-5,,,,
2A02,#2 FUEL OIL,,OC,68476-30-2,,,,
2A03,JET FUEL,,OC,8008-20-6,,,,
2A04,#4 FUEL OIL,,OC,68476-31-3,,,,
2A05,#5 FUEL OIL,,OC,70892-11-4,,,,
2A06,MOTOR OIL,,OC,,,,,
2A07,SUBMERSIBLE PUMP OIL,,OC,,,,,
2A08,VARSOL,,OC,8052-41-3,,,,
2A09,PROPANE,,OC,74-98-6,,,,
2U15,15 UNREGULATED PHASE I VOCS,,GC,,,,,
2U34,34 UNREGULATED PHASE I VOCS,,GC,,,,,
2U36,36 UNREGULATED PHASE I VOCS,,GC,,,,,
2V07,7 REGULATED PHASE I VOCS,,GC,,,,,
2V08,8 REGULATED PHASE I VOCS,,GC,,,,,
3000,COLIFORM (PRE-TCR),,MOR,,,,,TC
3001,HETEROTROPHIC BACTERIA (HPC OR SPC),,MOR,,,,,MOR
3002,ENTEROCOCCI,,MOR,,,,,MOR
3003,FECAL STREPTOCOCCUS,,MOR,,,,,MOR
3004,STAPHYLOCOCCUS,,MOR,,,,,MOR
3005,NON-COLIFORM GROWTH IDENTIFICATION,,MOR,,,,,MOR
3006,IRON BACTERIA ID,,MOR,,,,,MOR
3007,SALMONELLA-SHIGELLA,,MOR,,,,,MOR
3008,GIARDIA LAMBLIA,,MOR,,,,,MOR
3009,FUNGUS /ML,,MOR,,,,,MOR
3010,VIRUS PFU/GAL,,MOR,,,,,MOR
3011,ACTINOMYCETES /ML,,MOR,,,,,MOR
3012,LEGIONELLA,,MOR,,,,,MOR
3013,FECAL COLIFORM,,MOR,,141.21,,,TC
3014,E. COLI,,MOR,68583-22-2,141.21,,,TC
3015,CRYPTOSPORIDIUM,,MOR,,,,,MOR
3016,SHIGELLA,,MOR,,,,,MOR
3017,PSEUDOMONAS,,MOR,,,,,MOR
3018,CLOSTRIDIUM,,MOR,,,,,MOR
3019,CAMPYLOBACTER JEJUNI,,MOR,,,,,MOR
3020,VIBRIO CHOLERAE,,MOR,,,,,MOR
3021,LEPTOSPIRES,,MOR,,,,,MOR
3022,YERSINIA ENTEROCOLITICA,,MOR,,,,,MOR
3023,ENTEROBACTER,,MOR,,,,,MOR
3024,KLEBSIELLA,,MOR,,,,,MOR
3025,CITROBACTER,,MOR,,,,,MOR
3026,AEROMONAS,,MOR,,,,,MOR
3027,ERWINIA,,MOR,,,,,MOR
3028,COLIPHAGE,,MOR,,,,,MOR
3100,COLIFORM (TCR),,MOR,,141.21,,,TC
3200,AEROMONAS HYDROPHILA,,MOR,,,,,MOR
3201,AEROMONAS SPP.,,MOR,,,,,MOR
3210,HELICOBACTER PYLORI,,MOR,,,,,MOR
3300,CYANOBACTERIA,,MOR,,,,,MOR
3310,ALGAE TOXINS,,MOR,,,,,MOR
3400,ECHOVIRUSES,,MOR,,,,,MOR
3410,COXSACKIEVIRUSES,,MOR,,,,,MOR
3420,CALICIVIRUSES,,MOR,,,,,MOR
3430,ADENOVIRUSES,,MOR,,,,,MOR
3500,MICROSPORIDIA,,MOR,,,,,MOR
4000,"GROSS ALPHA, EXCL. RADON & U",,RA,,141.66,,,RAD
4002,"GROSS ALPHA, INCL. RADON & U",,RA,12587-46-1,,,,RAD
4004,RADON,,RA,10043-92-2,,,,RAD
4006,COMBINED URANIUM,,RA,7440-61-1,141.66,,,RAD
4007,URANIUM-234,,RA,13966-29-5,,,,RAD
4008,URANIUM-235,,RA,15117-96-1,,,,RAD
4009,URANIUM-238,,RA,7440-61-1,,,,RAD
4010,COMBINED RADIUM (-226 & -228),,RA,,141.66,,,RAD
4012,PHOTON EMITTERS,,RA,,,,,RAD
4020,RADIUM-226,,RA,13982-63-3,141.15,,,RAD
4030,RADIUM-228,,RA,15262-20-1,141.15,,,RAD
4040,"ALPHA, DISSOLVED",,RA,12587-46-1,,,,RAD
4041,"ALPHA, SUSPENDED",,RA,12587-46-1,,,,RAD
4042,"BETA, DISSOLVED",,RA,12587-47-2,,,,RAD
4043,"BETA, SUSPENDED",,RA,12587-47-2,,,,RAD
4044,"POTASSIUM-40, TOTAL",,RA,13966-00-2,,,,RAD
4100,GROSS BETA PARTICLE ACTIVITY,,RA,12587-47-2,141.66,,,RAD
4101,MAN-MADE BETA PARTICLE & PHOTON EMITTERS,,RA,,,,,RAD
4102,TRITIUM,,RA,10028-17-8,141.26,,,RAD
4104,4-BERYLLIUM-7,,RA,13966-02-4,,,,RAD
4106,4-BERYLLIUM-10,,RA,14390-89-7,,,,RAD
4108,6-CARBON-14,,RA,14762-75-5,,,,RAD
4109,GROSS ALPHA PARTICLE ACTIVITY,,RA,12587-46-1,,,,RAD
4110,11-SODIUM-22,,RA,13966-32-0,,,,RAD
4112,15-PHOSPHORUS-32,,RA,14596-37-3,,,,RAD
4114,16-SULFUR-35,,RA,15117-53-0,,,,RAD
4116,17-CHLORINE-36,,RA,13981-43-6,,,,RAD
4118,20-CALCIUM-45,,RA,13966-05-7,,,,RAD
4120,20-CALCIUM-47,,RA,14391-99-2,,,,RAD
4122,21-SCANDIUM-46,,RA,13967-63-0,,,,RAD
4124,21-SCANDIUM-47,,RA,14391-96-9,,,,RAD
4126,21-SCANDIUM-48,,RA,14391-86-7,,,,RAD
4128,23-VANADIUM-48,,RA,14331-97-6,,,,RAD
4130,24-CHROMIUM-51,,RA,14392-02-0,,,,RAD
4132,25-MANGANESE-54,,RA,13966-31-9,,,,RAD
4134,26-IRON-55,,RA,14681-59-5,,,,RAD
4136,26-IRON-59,,RA,14596-12-4,,,,RAD
4138,27-COBALT-57,,RA,13981-50-5,,,,RAD
4140,27-COBALT-58,,RA,13981-38-9,,,,RAD
4142,27-COBALT-60,,RA,10198-40-0,,,,RAD
4144,28-NICKEL-59,,RA,14336-70-0,,,,RAD
4146,28-NICKEL-63,,RA,13981-37-8,,,,RAD
4148,30-ZINC-65,,RA,13982-39-3,,,,RAD
4150,32-GERANIUM-71,,RA,14374-81-3,,,,RAD
4152,33-ARSENIC-73,,RA,15422-59-0,,,,RAD
4154,33-ARSENIC-74,,RA,14304-78-0,,,,RAD
4156,33-ARSENIC-76,,RA,15575-20-9,,,,RAD
4158,33-ARSENIC-77,,RA,14687-61-7,,,,RAD
4160,34-SELENIUM-75,,RA,14265-71-5,,,,RAD
4162,34-SELENIUM-79,,RA,15758-45-9,,,,RAD
4164,35-BROMIDE-82,,RA,14686-69-2,,,,RAD
4166,37-RUBIDIUM-86,,RA,14932-53-7,,,,RAD
4168,37-RUBIDIUM-87,,RA,13982-13-3,,,,RAD
4170,38-STRONTIUM-85,,RA,13967-73-2,,,,RAD
4172,38-STRONTIUM-89,,RA,14158-27-1,,,,RAD
4174,38-STRONTIUM-90,,RA,10098-97-2,141.26,,,RAD
4176,39-YTTRIUM-90,,RA,10098-91-6,,,,RAD
4178,39-YTTRIUM-91,,RA,14234-24-3,,,,RAD
4180,39-YTTRIUM-91M,,RA,378784-98-6,,,,RAD
4182,40-ZIRCONIUM-93,,RA,15751-77-6,,,,RAD
4184,40-ZIRCONIUM-95,,RA,13967-71-0,,,,RAD
4186,41-NIOBIUM-93,,RA,7440-03-1,,,,RAD
4188,41-NIOBIUM-95,,RA,13967-76-5,,,,RAD
4190,42-MOLYBDENUM-93,,RA,14119-13-2,,,,RAD
4192,42-MOLYBDENUM-99,,RA,14119-15-4,,,,RAD
4194,43-TECHNETIUM-96,,RA,14808-44-7,,,,RAD
4196,43-TECHNETIUM-97M,,RA,15759-35-0,,,,RAD
4198,43-TECHNETIUM-97,,RA,15759-35-0,,,,RAD
4200,43-TECHNETIUM-99,,RA,14133-76-7,,,,RAD
4202,43-TECHNETIUM-99M,,RA,14133-76-7,,,,RAD
4204,44-RUTHENIUM-97,,RA,15758-35-7,,,,RAD
4206,44-RUTHENIUM-103,,RA,13968-53-1,,,,RAD
4208,44-RUTHENIUM-106,,RA,13967-48-1,,,,RAD
4210,45-RHODIUM-105,,RA,14913-89-4,,,,RAD
4212,46-PALLADIUM-103,,RA,14967-68-1,,,,RAD
4214,46-PALLADIUM-107,,RA,17637-99-9,,,,RAD
4216,47-SILVER-105M,,RA,454467-21-1,,,,RAD
4218,47-SILVER-110M,,RA,14391-76-5,,,,RAD
4220,47-SILVER-110,,RA,14391-76-5,,,,RAD
4222,47-SILVER-111,,RA,15760-04-0,,,,RAD
4224,48-CADMIUM-109,,RA,14109-32-1,,,,RAD
4226,48-CADMIUM-113M,,RA,378253-44-2,,,,RAD
4228,48-Cadmium-115M,,RA,14336-68-6,,,,RAD
4230,48-CADMIUM-115,,RA,14336-68-6,,,,RAD
4232,49-INDIUM-115,,RA,14191-71-0,,,,RAD
4234,50-TIN-113,,RA,13966-06-8,,,,RAD
4236,50-TIN-123,,RA,14683-07-9,,,,RAD
4238,50-TIN-125,,RA,14683-08-0,,,,RAD
4240,51-ANTIMONY-122,,RA,14374-79-9,,,,RAD
4242,51-ANTIMONY-124,,RA,14683-10-4,,,,RAD
4244,51-ANTIMONY-125,,RA,14234-35-6,,,,RAD
4246,51-ANTIMONY-127,,RA,13968-50-8,,,,RAD
4248,52-TELLURIUM-125M,,RA,378784-50-0,,,,RAD
4250,52-TELLURIUM-127M,,RA,378784-51-1,,,,RAD
4252,52-TELLURIUM-127,,RA,13981-49-2,,,,RAD
4254,52-TELLURIUM-129M,,RA,14269-71-7,,,,RAD
4256,52-TELLURIUM-129,,RA,14269-71-7,,,,RAD
4258,52-TELLURIUM-132,,RA,14234-28-7,,,,RAD
4260,53-IODINE-126,,RA,14158-32-8,,,,RAD
4262,53-IODINE-129,,RA,15046-84-1,,,,RAD
4264,53-IODINE-131,,RA,10043-66-0,141.26,,,RAD
4266,55-CESIUM-131,,RA,14914-76-2,,,,RAD
4270,55-CESIUM-134,,RA,13967-70-9,,,,RAD
4272,55-CESIUM-135,,RA,15726-30-4,,,,RAD
4274,55-CESIUM-136,,RA,14234-29-8,,,,RAD
4276,55-CESIUM-137,,RA,10045-97-3,,,,RAD
4278,56-BARIUM-140,,RA,14798-08-4,,,,RAD
4280,57-LANTHANUM-140,,RA,13981-28-7,,,,RAD
4282,58-CERIUM-141,,RA,13967-74-3,,,,RAD
4284,58-CERIUM-143,,RA,14119-19-8,,,,RAD
4286,58-CERIUM-144,,RA,14762-78-8,,,,RAD
4288,59-PRASEODYMIUM-143,,RA,14981-79-4,,,,RAD
4290,60-NEODYMIUM-147,,RA,14269-74-0,,,,RAD
4292,61-PROMETHIUM-147,,RA,14380-75-7,,,,RAD
4294,61-PROMETHIUM-148,,RA,14683-19-3,,,,RAD
4296,61-PROMETHIUM-148M,,RA,378783-40-5,,,,RAD
4298,61-PROMETHIUM-149,,RA,15765-31-8,,,,RAD
4300,62-SAMARIUM-151,,RA,15715-94-3,,,,RAD
4302,62-SAMARIUM-153,,RA,15766-00-4,,,,RAD
4304,63-EUROPIUM-152,,RA,14683-23-9,,,,RAD
4306,63-EUROPIUM-154,,RA,15585-10-1,,,,RAD
4308,63-EUROPIUM-155,,RA,14391-16-3,,,,RAD
4310,63-EUROPIUM-156,,RA,14280-35-4,,,,RAD
4312,64-GADOLIUM-153,,RA,14276-65-4,,,,RAD
4314,65-TERBIUM-160,,RA,13981-29-8,,,,RAD
4316,66-DYSPROSIUM-166,,RA,15840-01-4,,,,RAD
4318,67-HOLMIUM-166,,RA,13967-65-2,,,,RAD
4320,67-Holmium-166M,,RA,13967-65-2,,,,RAD
4322,68-ERBIUM-169,,RA,15840-13-8,,,,RAD
4324,69-THULIUM-170,,RA,13981-30-1,,,,RAD
4326,69-THULIUM-171,,RA,14333-45-0,,,,RAD
4328,70-YTTERBIUM-175,,RA,14041-44-2,,,,RAD
4330,71-LUTETIUM-177,,RA,14265-75-9,,,,RAD
4332,72-HAFNIUM-181,,RA,14900-21-1,,,,RAD
4334,73-TANTALUM-182,,RA,13982-00-8,,,,RAD
4336,74-TUNGSTEN-181,,RA,15749-46-9,,,,RAD
4338,74-TUNGSTEN-185,,RA,14932-41-3,,,,RAD
4340,74-TUNGSTEN-187,,RA,14983-48-3,,,,RAD
4342,75-RHENIUM-183,,RA,14484-13-0,,,,RAD
4344,75-RHENIUM-186,,RA,14998-63-1,,,,RAD
4346,75-RHENIUM-187,,RA,14391-29-8,,,,RAD
4348,76-OSMIUM-185,,RA,15766-50-4,,,,RAD
4350,76-OSMIUM-191,,RA,14119-24-5,,,,RAD
4352,76-OSMIUM-193,,RA,16057-77-5,,,,RAD
4354,77-IRIDIUM-190,,RA,14981-91-0,,,,RAD
4356,77-IRIDIUM-192,,RA,14694-69-0,,,,RAD
4358,78-PLATINUM-191,,RA,15706-36-2,,,,RAD
4360,78-Platinum-193,,RA,15735-70-3,,,,RAD
4362,78-Platinum-193M,,RA,15735-70-3,,,,RAD
4364,79-GOLD-196,,RA,14914-16-0,,,,RAD
4366,79-GOLD-198,,RA,10043-49-9,,,,RAD
4368,81-THALLIUM-204,,RA,13968-51-9,,,,RAD
4370,82-LEAD-203,,RA,14687-25-3,,,,RAD
4372,82-LEAD-210,,RA,14255-04-0,,,,RAD
4374,83-BISMUTH-206,,RA,15776-19-9,,,,RAD
4376,83-BISMUTH-207,,RA,13982-38-2,,,,RAD
4378,83-BISMUTH-210,,RA,14331-79-4,,,,RAD
4380,84-POLONIUM-210,,RA,13981-52-7,,,,RAD
4382,91-PROTACTINIUM-233,,RA,13981-14-4,,,,RAD
4550,CYCLOATE,,OC,1134-23-2,,,,SOC
4999,NOTE:  (RESERVED BY MSIS),,OT,,,,,
5000,LEAD & COPPER RULE,,RL,,,,,
6440,NAPROPAMIDE,,OC,15299-99-7,,,,SOC
6650,PRONAMIDE,,OC,23950-58-5,,,,SOC
7000,CONSUMER CONFIDENCE RULE,,RL,,,,,
7035,AMETRYN,,OC,834-12-8,,,,SOC
7060,ATRATON,,OC,1610-17-9,,,,SOC
7230,CARBOXIN,,OC,5234-68-4,,,,SOC
7240,ALPHA-CHLORDANE,,OC,5103-71-9,,,,SOC
7245,GAMMA-CHLORDANE,,OC,5103-74-2,,,,SOC
7260,CHLOROBENZILATE,,OC,510-15-6,,,,SOC
7265,CHLORONEB,,OC,2675-77-6,,,,SOC
7275,CHLOROPROPHAM,,OC,101-21-3,,,,SOC
7500,PUBLIC NOTICE,,RL,,,,,
7570,ETHOPROPHOS,,OC,13194-48-4,,,,SOC
7575,ETRIDIAZOLE,,OC,2593-15-9,,,,SOC
7585,FERNAMIPHOS,,OC,22224-92-6,,,,SOC
7590,FENARIMOL,,OC,60168-88-9,,,,SOC
7635,FLURIDONE,,OC,59756-60-4,,,,SOC
7705,HEXAZINONE,,OC,51235-04-2,,,,SOC
7785,MERPHOS,,OC,150-50-5,,,,SOC
7820,METHYL PARAXON,,OC,950-35-6,,,,SOC
7850,MEVINPHOS,,OC,7786-34-7,,,,SOC
7930,NORFLURAZON,,OC,27314-13-2,,,,SOC
8040,PROMETRYN,,OC,7287-19-6,,,,SOC
8130,SIMETRYN,,OC,1014-70-6,,,,SOC
8140,STIROFOS,,OC,22248-79-9,,,,SOC
8195,TERBUTRYN,,OC,886-50-0,,,,SOC
8255,TRIADIMEFON,,OC,43121-43-3,,,,SOC
8285,TRICYCLAZOLE,,OC,41814-78-2,,,,SOC
8320,VERNOLATE,,OC,1929-77-7,,,,SOC
8610,DICHLOROVOS,,OC,62-73-7,,,,SOC
8915,2-CHLOROBIPHENYL,,OC,2051-60-7,,,,SOC
8920,"2,3-DICHLOROBIPHENYL",,OC,16605-91-7,,,,SOC
8940,"2,4,5-TRICHLOROBIPHENYL",,OC,15862-07-4,,,,SOC
8947,"2,2,4,4-TETRACHLOROBIPHENYL",,OC,2437-79-8,,,,SOC
8977,"2,2,3,4,6-PENTACHLOROBIPHENYL",,OC,68194-05-8,,,,SOC
9042,"2,2,4,4,5,6-HEXACHLOROBIPHENYL",,OC,60145-22-4,,,,SOC
9067,"2,2,3,3,4,4,6-HEPTACHLOROBIPHENYL",,OC,52663-71-5,,,,SOC
9092,"2,2,3,3,4,5,6,6-OCTACHLORPBIPHENYL",,OC,40186-71-8,,,,SOC
9339,CHLORODIBROMOACETIC ACID,,OC,5278-95-5,,,,DBP
9535,BROMODICHLOROACETIC ACID,,OC,71133-14-7,,,,DBP
9537,PEBULATE,,OC,1114-71-2,,,,SOC
9639,TRIBROMOACETIC ACID,,OC,75-96-7,,,,DBP
9999,BENEZENE 2,,OC,,,,,
CU90,COPPER SUMMARY,,IOC,7440-50-8,141.80.c.2,,,LC
PB90,LEAD SUMMARY,,IOC,7439-92-1,141.80.c.1,7/1/1992,,LC
